SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,April-30-2025,Single Family Residential,10524 SE 32nd St,Bellevue,WA,98004,1650000,3,2.0,Enatai,2090,10161,1957,,789,,Sold,,,https://www.redfin.com/WA/Bellevue/10524-SE-32nd-St-98004/home/253600,NWMLS as Distributed by MLS Grid,2370358,N,Y,47.5826671,-122.2000629
PAST SALE,August-29-2025,Single Family Residential,2389 Killarney Way,Bellevue,WA,98004,26000000,6,8.5,Enatai,7020,23277,2017,,3704,,Sold,,,https://www.redfin.com/WA/Bellevue/2389-Killarney-Way-98004/home/22427503,NWMLS as Distributed by MLS Grid,2427144,N,Y,47.5897802,-122.2065134
PAST SALE,July-31-2025,Townhouse,13221 NE 127th Ct Unit C,Kirkland,WA,98034,999999,3,3.0,Kirkland,2002,1,2024,,500,225,Sold,,,https://www.redfin.com/WA/Kirkland/13221-NE-127th-Ct-98034/unit-C/home/197730352,NWMLS as Distributed by MLS Grid,2430853,N,Y,47.714008,-122.1625624
PAST SALE,,Single Family Residential,2104 166th Pl NE,Bellevue,WA,98008,1330000,3,1.0,,1250,7210,1966,,1064,,,,,https://www.redfin.com/WA/Bellevue/2104-166th-Pl-NE-98008/home/432804,,,N,Y,47.6287846,-122.1182243
PAST SALE,August-28-2025,Condo/Co-op,13460 (HS 10) NE 112th Pl,Redmond,WA,98052,1271728,2,2.0,Rose Hill,1259,,2025,,1010,297,Sold,,,https://www.redfin.com/WA/Redmond/13460-HS-10-NE-112th-Pl-98052/home/192439724,NWMLS as Distributed by MLS Grid,2288368,N,Y,47.701911,-122.160957
PAST SALE,July-7-2025,Condo/Co-op,13218 NE 143rd Ct #22,Woodinville,WA,98072,1249995,4,3.5,Woodinville,2011,1,2025,,622,430,Sold,,,https://www.redfin.com/WA/Woodinville/13218-NE-143rd-Ct-98072/unit-22/home/196026399,NWMLS as Distributed by MLS Grid,2389834,N,Y,47.7307237,-122.163142
PAST SALE,August-7-2025,Single Family Residential,2640 146th Ave SE,Bellevue,WA,98007,1000000,3,1.0,Lake Hills,1180,8220,1962,,847,,Sold,,,https://www.redfin.com/WA/Bellevue/2640-146th-Ave-SE-98007/home/507160,NWMLS as Distributed by MLS Grid,2419795,N,Y,47.586281,-122.1444917
PAST SALE,April-29-2025,Single Family Residential,4705 119th Ave SE,Bellevue,WA,98006,1035000,4,2.0,Newport Hills,2300,20647,1955,,450,,Sold,,,https://www.redfin.com/WA/Bellevue/4705-119th-Ave-SE-98006/home/413408,NWMLS as Distributed by MLS Grid,2369290,N,Y,47.5624023,-122.1813119
PAST SALE,August-15-2025,Single Family Residential,1255 169th Ave NE,Bellevue,WA,98008,1155000,3,2.0,Lochmoor,1300,7860,1964,,888,,Sold,,,https://www.redfin.com/WA/Bellevue/1255-169th-Ave-NE-98008/home/501871,NWMLS as Distributed by MLS Grid,2422122,N,Y,47.6216185,-122.1151403
PAST SALE,July-23-2025,Single Family Residential,8328 NE 117th St,Kirkland,WA,98034,2100000,5,4.0,Kirkland,2460,20385,1958,,854,,Sold,,,https://www.redfin.com/WA/Kirkland/8328-NE-117th-St-98034/home/280093,NWMLS as Distributed by MLS Grid,2412761,N,Y,47.7056704,-122.2301555
PAST SALE,June-16-2025,Condo/Co-op,838 Avenue Sq NE #1806,Bellevue,WA,98004,2980000,2,3.0,Downtown,1748,,2024,,1705,1937,Sold,,,https://www.redfin.com/WA/Bellevue/838-Avenue-Sq-NE-98004/unit-1806/home/195648044,NWMLS as Distributed by MLS Grid,2372307,N,Y,47.617775,-122.2029404
PAST SALE,June-6-2025,Single Family Residential,3115 122nd Pl NE,Bellevue,WA,98005,2525000,4,2.5,Bridle Trails,3150,50094,1969,,802,,Sold,,,https://www.redfin.com/WA/Bellevue/3115-122nd-Pl-NE-98005/home/430426,NWMLS as Distributed by MLS Grid,2389087,N,Y,47.6386749,-122.1774553
PAST SALE,April-11-2025,Townhouse,14800 NE 143rd St,Woodinville,WA,98072,2025000,3,2.5,Hollywood Hill,2012,1,2025,,1006,347,Sold,,,https://www.redfin.com/WA/Woodinville/14800-NE-143rd-Street-Homesite-29-98072/home/194380572,NWMLS as Distributed by MLS Grid,2324661,N,Y,47.728828,-122.141731
PAST SALE,May-15-2025,Single Family Residential,719 95th Ave NE,Bellevue,WA,98004,2500000,5,2.0,Meydenbauer,1920,8570,1974,,1302,,Sold,,,https://www.redfin.com/WA/Bellevue/719-95th-Ave-NE-98004/home/250947,NWMLS as Distributed by MLS Grid,2377675,N,Y,47.6167112,-122.214149
PAST SALE,August-1-2025,Condo/Co-op,211 Kirkland Ave #526,Kirkland,WA,98033,948000,2,2.0,Kirkland,957,,2006,,991,674,Sold,,,https://www.redfin.com/WA/Kirkland/211-Kirkland-Ave-98033/unit-526/home/2116923,NWMLS as Distributed by MLS Grid,2415856,N,Y,47.675159,-122.20396
PAST SALE,September-2-2025,Single Family Residential,16704 SE 28th St,Bellevue,WA,98008,1520000,3,2.0,Spiritridge,2310,10880,1961,,658,,Sold,,,https://www.redfin.com/WA/Bellevue/16704-SE-28th-St-98008/home/428803,NWMLS as Distributed by MLS Grid,2428027,N,Y,47.5850712,-122.117941
PAST SALE,June-23-2025,Condo/Co-op,13223 NE 143rd Ct #18,Woodinville,WA,98072,1074995,4,3.5,Woodinville,1921,,2025,,560,430,Sold,,,https://www.redfin.com/WA/Woodinville/13223-NE-143rd-Ct-98072/unit-18/home/195989253,NWMLS as Distributed by MLS Grid,2387651,N,Y,47.7303337,-122.1631672
PAST SALE,,Single Family Residential,12704 NE 80th St,Kirkland,WA,98033,1212000,4,2.5,,1840,9900,1942,,659,,,,,https://www.redfin.com/WA/Kirkland/12704-NE-80th-St-98033/home/517111,,,N,Y,47.6755654,-122.1699391
PAST SALE,May-29-2025,Condo/Co-op,10232 NE 10th St #312,Bellevue,WA,98004,1080000,1,1.0,Downtown,760,,2024,,1421,904,Sold,,,https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-312/home/196790868,NWMLS as Distributed by MLS Grid,2416208,N,Y,47.6195293,-122.2032469
PAST SALE,May-2-2025,Condo/Co-op,221 9th St Unit C102,Kirkland,WA,98033,610000,2,2.0,Downtown,988,,1987,,617,398,Sold,,,https://www.redfin.com/WA/Kirkland/221-9th-St-98033/unit-C102/home/2089605,NWMLS as Distributed by MLS Grid,2370590,N,Y,47.6774044,-122.1924312
PAST SALE,May-20-2025,Townhouse,10824 (HS 80) 120th Ln NE Unit A,Kirkland,WA,98033,1523075,4,3.5,Kirkland,2079,,2025,,733,280,Sold,,,https://www.redfin.com/WA/Kirkland/10824-HS-80-120th-Ln-NE-98033/unit-A/home/194901898,NWMLS as Distributed by MLS Grid,2338811,N,Y,47.696728,-122.182659
PAST SALE,April-9-2025,Single Family Residential,23844 NE Salal Pl,Redmond,WA,98053,1350000,2,2.0,Trilogy,1870,5909,2007,,722,340,Sold,,,https://www.redfin.com/WA/Redmond/23844-NE-Salal-Pl-98053/home/12305969,NWMLS as Distributed by MLS Grid,2358479,N,Y,47.7200703,-122.0195668
PAST SALE,May-5-2025,Townhouse,12314 137th Pl NE #1906,Redmond,WA,98052,1476900,4,3.5,Redmond,2281,,2025,,647,,Sold,,,https://www.redfin.com/WA/Redmond/12314-137th-PL-NE-98052/unit-1906/home/195278018,NWMLS as Distributed by MLS Grid,2356183,N,Y,47.710518,-122.158158
PAST SALE,August-14-2025,Townhouse,10823 (HS 98) 120th Ln NE Unit A,Kirkland,WA,98033,1475367,4,3.5,Kirkland,2079,,2025,,710,280,Sold,,,https://www.redfin.com/WA/Kirkland/10823-HS-98-120th-Ln-NE-98033/unit-A/home/194971063,NWMLS as Distributed by MLS Grid,2341921,N,Y,47.697303,-122.182478
PAST SALE,June-27-2025,Condo/Co-op,10232 NE 10th St #1111,Bellevue,WA,98004,1069000,1,1.0,Downtown,658,,2024,,1625,783,Sold,,,https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-1111/home/196562740,NWMLS as Distributed by MLS Grid,2411931,N,Y,47.6195293,-122.2032469
PAST SALE,May-7-2025,Condo/Co-op,1085 103rd Ave NE #527,Bellevue,WA,98004,880000,2,2.0,Downtown,1064,,2018,,827,912,Sold,,,https://www.redfin.com/WA/Bellevue/1085-103rd-Ave-NE-98004/unit-527/home/168852402,NWMLS as Distributed by MLS Grid,2372865,N,Y,47.6199682,-122.2033327
PAST SALE,April-28-2025,Single Family Residential,1036 167th Pl NE,Bellevue,WA,98008,1250000,2,2.0,East Bellevue,1050,7500,1959,,1190,,Sold,,,https://www.redfin.com/WA/Bellevue/1036-167th-Pl-NE-98008/home/501121,NWMLS as Distributed by MLS Grid,2375473,N,Y,47.6199595,-122.1171069
PAST SALE,July-1-2025,Single Family Residential,16219 NE 135th St,Redmond,WA,98052,2600000,4,2.5,Grousemont,3730,29148,1988,,697,46,Sold,,,https://www.redfin.com/WA/Redmond/16219-NE-135th-St-98052/home/450505,NWMLS as Distributed by MLS Grid,2402240,N,Y,47.7205214,-122.1229219
PAST SALE,June-11-2025,Single Family Residential,10417 NE 112th St,Kirkland,WA,98033,3250000,5,4.5,Forbes Creek,3946,8580,2025,,824,,Sold,,,https://www.redfin.com/WA/Kirkland/10417-NE-112th-St-98033/home/461247,NWMLS as Distributed by MLS Grid,2395376,N,Y,47.7002011,-122.2017579
PAST SALE,,Condo/Co-op,12729 NE 144th St Unit 154A,Kirkland,WA,98034,244800,2,1.0,,939,,1978,,261,,,,,https://www.redfin.com/WA/Kirkland/12729-NE-144th-St-98034/unit-154A/home/29159,,,N,Y,47.7305966,-122.1699643
PAST SALE,,Single Family Residential,2513 162nd Ave NE,Bellevue,WA,98008,1320000,3,2.0,,1740,9525,1957,,759,,,,,https://www.redfin.com/WA/Bellevue/2513-162nd-Ave-NE-98008/home/432994,,,N,Y,47.6327937,-122.1246283
PAST SALE,September-4-2025,Single Family Residential,6214 102nd Pl NE,Kirkland,WA,98033,3530000,4,3.0,Houghton,2230,9918,1980,,1583,,Sold,,,https://www.redfin.com/WA/Kirkland/6214-102nd-Pl-NE-98033/home/459757,NWMLS as Distributed by MLS Grid,2429629,N,Y,47.6625774,-122.2023215
PAST SALE,June-2-2025,Single Family Residential,102 153rd Pl Se SE,Bellevue,WA,98007,2750000,5,4.5,Bellevue,3830,9418,2025,,718,,Sold,,,https://www.redfin.com/WA/Bellevue/102-153rd-Pl-SE-98007/home/426622,NWMLS as Distributed by MLS Grid,2386512,N,Y,47.6093076,-122.1351395
PAST SALE,May-29-2025,Condo/Co-op,11149 134th (Homesite 21) Ct NE,Redmond,WA,98052,1297487,3,3.0,Rose Hill,1488,,2024,,872,297,Sold,,,https://www.redfin.com/WA/Redmond/11149-134th-Homesite-21-CT-NE-98052/home/187473165,NWMLS as Distributed by MLS Grid,2159840,N,Y,47.701231,-122.161311
PAST SALE,,Condo/Co-op,5501 Lakemont Blvd SE #106,Bellevue,WA,98006,899390,3,3.0,,1760,,2001,,511,,,,,https://www.redfin.com/WA/Bellevue/5501-Lakemont-Blvd-SE-98006/unit-106/home/69194,,,N,Y,47.5538087,-122.1254883
PAST SALE,June-11-2025,Single Family Residential,9600 168th Ave NE,Redmond,WA,98052,1010000,3,2.0,Education Hill,1790,8960,1964,,564,,Sold,,,https://www.redfin.com/WA/Redmond/9600-168th-Ave-NE-98052/home/325640,NWMLS as Distributed by MLS Grid,2377301,N,Y,47.6865983,-122.1152295
PAST SALE,,Single Family Residential,13819 NE 37th Pl,Bellevue,WA,98005,2400000,5,4.0,,5300,35232,1969,,453,,,,,https://www.redfin.com/WA/Bellevue/13819-NE-37th-Pl-98005/home/430059,,,N,Y,47.6434903,-122.1555239
PAST SALE,September-2-2025,Single Family Residential,615 & 621 13th Ave W,Kirkland,WA,98033,3670000,3,2.0,West Of Market,2129,13324,1940,,1724,,Sold,,,https://www.redfin.com/WA/Kirkland/615-13th-Ave-W-98033/home/281369,NWMLS as Distributed by MLS Grid,2430085,N,Y,47.6879806,-122.2145476
PAST SALE,June-6-2025,Single Family Residential,3274 164th Pl SE,Bellevue,WA,98008,1150000,4,2.0,Vasa Park,2120,12940,1968,,542,,Sold,,,https://www.redfin.com/WA/Bellevue/3274-164th-Pl-SE-98008/home/429679,NWMLS as Distributed by MLS Grid,2389306,N,Y,47.579735,-122.1202007
PAST SALE,June-2-2025,Condo/Co-op,5404 Lake Washington Blvd NE Unit H,Kirkland,WA,98033,1838000,2,2.0,Kirkland,1576,210421,1990,,1166,1109,Sold,,,https://www.redfin.com/WA/Kirkland/5404-Lake-Washington-Blvd-NE-98033/unit-H/home/28625246,NWMLS as Distributed by MLS Grid,2388084,N,Y,47.655578,-122.2031054
PAST SALE,August-15-2025,Single Family Residential,13817 SE 3rd Pl,Bellevue,WA,98005,1700000,3,2.5,Lake Hills,1820,20148,1976,,934,,Sold,,,https://www.redfin.com/WA/Bellevue/13817-SE-3rd-Pl-98005/home/508354,NWMLS as Distributed by MLS Grid,2410849,N,Y,47.6065269,-122.1549469
PAST SALE,May-5-2025,Single Family Residential,3029 W Lake Sammamish Pkwy,Redmond,WA,98052,4000000,4,3.0,West Lake Sammamish,3772,38332,1954,,1060,,Sold,,,https://www.redfin.com/WA/Redmond/3029-W-Lake-Sammamish-Pkwy-NE-98052/home/505075,NWMLS as Distributed by MLS Grid,2372056,N,Y,47.6369969,-122.0949792
PAST SALE,August-8-2025,Condo/Co-op,500 106th Ave NE #611,Bellevue,WA,98004,1768000,2,2.5,Downtown,2075,,2008,,852,1796,Sold,,,https://www.redfin.com/WA/Bellevue/500-106th-Ave-NE-98004/unit-611/home/21882663,NWMLS as Distributed by MLS Grid,2420089,N,Y,47.6144583,-122.1977401
PAST SALE,August-8-2025,Single Family Residential,15903 Main St,Bellevue,WA,98008,2950000,5,4.5,Lake Hills,4306,9282,2025,,685,,Sold,,,https://www.redfin.com/WA/Bellevue/15903-Main-St-98008/home/426271,NWMLS as Distributed by MLS Grid,2419614,N,Y,47.6096055,-122.1278308
PAST SALE,April-11-2025,Single Family Residential,438 173rd Pl NE,Bellevue,WA,98008,2450000,5,3.0,Lochmoor,3180,9699,1966,,770,,Sold,,,https://www.redfin.com/WA/Bellevue/438-173rd-Pl-NE-98008/home/500809,NWMLS as Distributed by MLS Grid,2360121,N,Y,47.614206,-122.1098587
PAST SALE,June-2-2025,Single Family Residential,16554 SE 29th St,Bellevue,WA,98008,1410000,3,2.0,Bellevue,1610,11560,1960,,876,,Sold,,,https://www.redfin.com/WA/Bellevue/16554-SE-29th-St-98008/home/428835,NWMLS as Distributed by MLS Grid,2410657,N,Y,47.5842173,-122.1180623
PAST SALE,June-25-2025,Townhouse,7785 NE 122rd Ln Unit C1,Kirkland,WA,98034,885000,2,2.0,Finn Hill,1309,,2003,,676,619,Sold,,,https://www.redfin.com/WA/Kirkland/7785-NE-122nd-Ln-98034/unit-C1/home/29461,NWMLS as Distributed by MLS Grid,2401246,N,Y,47.709824,-122.239458
PAST SALE,April-30-2025,Condo/Co-op,500 106th Ave NE #3311,Bellevue,WA,98004,2350000,2,3.0,Downtown,2147,,2008,,1095,1855,Sold,,,https://www.redfin.com/WA/Bellevue/500-106th-Ave-NE-98004/unit-3311/home/21882807,NWMLS as Distributed by MLS Grid,2369599,N,Y,47.6144583,-122.1977401
PAST SALE,July-9-2025,Condo/Co-op,13274 NE 143rd Ct #36,Woodinville,WA,98072,1149995,4,3.5,Woodinville,1921,,2025,,599,430,Sold,,,https://www.redfin.com/WA/Woodinville/13274-NE-143rd-Ct-98072/unit-36/home/195991141,NWMLS as Distributed by MLS Grid,2387990,N,Y,47.7305613,-122.1618471
PAST SALE,August-14-2025,Single Family Residential,10511 NE 46th St,Kirkland,WA,98033,1800000,3,3.0,Kirkland,1780,9490,1959,,1011,,Sold,,,https://www.redfin.com/WA/Kirkland/10511-NE-46th-St-98033/home/460498,NWMLS as Distributed by MLS Grid,2424840,N,Y,47.651188,-122.198921
PAST SALE,,Condo/Co-op,9910 NE 119th St #102,Kirkland,WA,98034,538000,2,2.0,,1170,,1985,,460,,,,,https://www.redfin.com/WA/Kirkland/9910-NE-119th-St-98034/unit-102/home/47439,,,N,Y,47.7068223,-122.2092716
PAST SALE,September-15-2025,Condo/Co-op,13026 NE 85th Ln,Kirkland,WA,98033,1550000,3,2.5,North Rose Hill,1800,2955,2025,,861,25,Sold,,,https://www.redfin.com/WA/Kirkland/13026-NE-85th-Ln-98033/home/197310363,NWMLS as Distributed by MLS Grid,2423683,N,Y,47.6802478,-122.1659893
PAST SALE,June-9-2025,Multi-Family (2-4 Unit),27 147th Ave SE,Bellevue,WA,98007,1955000,8,5.0,Bellevue,4150,8149,1969,,471,142,Sold,,,https://www.redfin.com/WA/Bellevue/27-147th-Ave-SE-98007/home/2072111,NWMLS as Distributed by MLS Grid,2393221,N,Y,47.6090157,-122.1447101
PAST SALE,August-28-2025,Condo/Co-op,13278 NE 143rd Ct #37,Woodinville,WA,98072,1199995,4,3.5,Woodinville,1921,1,2025,,625,430,Sold,,,https://www.redfin.com/WA/Woodinville/13278-NE-143rd-Ct-98072/unit-37/home/195043029,NWMLS as Distributed by MLS Grid,2412172,N,Y,47.7305617,-122.1617527
PAST SALE,June-2-2025,Single Family Residential,743 8th St S,Kirkland,WA,98033,1525000,3,1.0,Kirkland,1240,8281,1967,,1230,,Sold,,,https://www.redfin.com/WA/Kirkland/743-8th-St-S-98033/home/461993,NWMLS as Distributed by MLS Grid,2388165,N,Y,47.6695942,-122.193934
PAST SALE,,Single Family Residential,13079 134th Ave NE,Kirkland,WA,98034,1425000,3,2.5,,2040,7511,1997,,699,,,,,https://www.redfin.com/WA/Kirkland/13079-134th-Ave-NE-98034/home/513955,,,N,Y,47.7173006,-122.1614888
PAST SALE,August-25-2025,Townhouse,12327 137th Pl NE #104,Redmond,WA,98052,999900,2,2.5,Redmond,1532,,2025,,653,,Sold,,,https://www.redfin.com/WA/Redmond/12327-137th-PL-NE-98052/unit-104/home/197558689,NWMLS as Distributed by MLS Grid,2427727,N,Y,47.710619,-122.158676
PAST SALE,May-27-2025,Single Family Residential,13203 NE 54th Pl,Bellevue,WA,98005,1800000,4,2.5,Bridle Trails,2440,35658,1972,,738,,Sold,,,https://www.redfin.com/WA/Bellevue/13203-NE-54th-Pl-98005/home/431013,NWMLS as Distributed by MLS Grid,2384671,N,Y,47.6563567,-122.1632626
PAST SALE,May-21-2025,Single Family Residential,6602 129th Pl SE,Bellevue,WA,98006,1330000,4,2.0,Bellevue,1990,12950,1968,,668,,Sold,,,https://www.redfin.com/WA/Bellevue/6602-129th-Pl-SE-98006/home/413314,NWMLS as Distributed by MLS Grid,2380107,N,Y,47.5434105,-122.1664008
PAST SALE,September-12-2025,Vacant Land,16517 2nd Pl,Bellevue,WA,98008,1450000,,,Lochmoor,,15535,,,,,Sold,,,https://www.redfin.com/WA/Bellevue/16517-NE-2nd-Pl-98008/home/500461,NWMLS as Distributed by MLS Grid,2435198,N,Y,47.6120115,-122.1193197
PAST SALE,September-25-2025,Single Family Residential,13808 SE 1st St,Bellevue,WA,98005,4300000,5,5.5,Glendale,4945,17640,2025,,870,,Sold,,,https://www.redfin.com/WA/Bellevue/13808-SE-1st-St-98005/home/507089,NWMLS as Distributed by MLS Grid,2428000,N,Y,47.60927,-122.1559635
PAST SALE,June-30-2025,Single Family Residential,7005 143rd Pl NE,Redmond,WA,98052,2600000,6,4.5,Grass Lawn Park,3700,9296,1965,,703,,Sold,,,https://www.redfin.com/WA/Redmond/7005-143rd-Pl-NE-98052/home/514100,NWMLS as Distributed by MLS Grid,2402043,N,Y,47.6680849,-122.1489715
PAST SALE,September-15-2025,Townhouse,12297 137th Pl NE #3007,Redmond,WA,98052,1093900,2,2.5,Redmond,1505,,2025,,727,186,Sold,,,https://www.redfin.com/WA/Redmond/12297-137th-PL-NE-98052/unit-3007/home/195416989,NWMLS as Distributed by MLS Grid,2360235,N,Y,47.710428,-122.158711
PAST SALE,July-16-2025,Single Family Residential,15516 NE 54th Pl,Redmond,WA,98052,2130000,5,3.5,Microsoft,3010,7796,1963,,708,,Sold,,,https://www.redfin.com/WA/Redmond/15516-NE-54th-Pl-98052/home/505650,NWMLS as Distributed by MLS Grid,2408686,N,Y,47.6567615,-122.1332719
PAST SALE,May-9-2025,Single Family Residential,708 99th Ave SE,Bellevue,WA,98004,2850000,4,3.0,Meydenbauer,3676,23284,1953,,775,,Sold,,,https://www.redfin.com/WA/Bellevue/708-99th-Ave-SE-98004/home/253336,NWMLS as Distributed by MLS Grid,2344632,N,Y,47.6025791,-122.2074999
PAST SALE,,Single Family Residential,524 157th Ave SE,Bellevue,WA,98008,1270000,3,2.5,,1620,7560,1958,,784,,,,,https://www.redfin.com/WA/Bellevue/524-157th-Ave-SE-98008/home/426055,,,N,Y,47.6050573,-122.1303026
PAST SALE,April-7-2025,Townhouse,8632 112th Ln NE #11,Kirkland,WA,98033,1550000,3,2.5,Kirkland,1894,56350,2003,,818,678,Sold,,,https://www.redfin.com/WA/Kirkland/8632-112th-Ln-NE-98033/unit-11/home/9071,NWMLS as Distributed by MLS Grid,2356180,N,Y,47.6804375,-122.1898342
PAST SALE,September-29-2025,Single Family Residential,11310 NE 60th St,Kirkland,WA,98033,2165000,4,2.0,Houghton,2620,15623,1965,,826,,Sold,,,https://www.redfin.com/WA/Kirkland/11310-NE-60th-St-98033/home/459386,NWMLS as Distributed by MLS Grid,2439385,N,Y,47.6613444,-122.1892426
PAST SALE,May-20-2025,Condo/Co-op,10232 NE 10th St #701,Bellevue,WA,98004,1129000,1,1.0,Downtown,749,,2024,,1507,891,Sold,,,https://www.redfin.com/WA/Bellevue/10232-NE-10th-St-98004/unit-701/home/196790879,NWMLS as Distributed by MLS Grid,2416212,N,Y,47.6195293,-122.2032469
PAST SALE,April-14-2025,Single Family Residential,15715 NE 53rd St,Redmond,WA,98052,1400000,4,2.0,Redmond,1670,8400,1969,,838,,Sold,,,https://www.redfin.com/WA/Redmond/15715-NE-53rd-St-98052/home/505274,NWMLS as Distributed by MLS Grid,2345884,N,Y,47.655381,-122.1304481
PAST SALE,May-1-2025,Single Family Residential,14224 SE Eastgate Dr,Bellevue,WA,98006,3600000,5,4.5,Eastgate,4337,9590,2025,,830,,Sold,,,https://www.redfin.com/WA/Bellevue/14224-SE-Eastgate-Dr-98006/home/234028,NWMLS as Distributed by MLS Grid,2369536,N,Y,47.5761267,-122.1500316
PAST SALE,September-12-2025,Single Family Residential,12528 SE 70th St,Newcastle,WA,98056,950000,5,3.0,Newcastle,2180,11031,1967,,436,,Sold,,,https://www.redfin.com/WA/Newcastle/12528-SE-70th-St-98056/home/416055,NWMLS as Distributed by MLS Grid,2433953,N,Y,47.5402451,-122.1726539
PAST SALE,,Condo/Co-op,22657 NE Alder Crest Ln #22657,Redmond,WA,98053,755000,2,2.5,,1241,,2003,,608,,,,,https://www.redfin.com/WA/Redmond/22657-NE-Alder-Crest-Ln-98053/unit-22657/home/7104,,,N,Y,47.691665,-122.039021
PAST SALE,July-1-2025,Single Family Residential,4758 153rd Ave SE,Bellevue,WA,98006,1525000,3,3.0,Whispering Heights,2850,14738,1978,,535,,Sold,,,https://www.redfin.com/WA/Bellevue/4758-153rd-Ave-SE-98006/home/238108,NWMLS as Distributed by MLS Grid,2406406,N,Y,47.5600786,-122.1343921
PAST SALE,June-26-2025,Single Family Residential,13221 125th Ave NE,Kirkland,WA,98034,885000,4,2.0,Kingsgate,1170,7140,1970,,756,,Sold,,,https://www.redfin.com/WA/Kirkland/13221-125th-Ave-NE-98034/home/456212,NWMLS as Distributed by MLS Grid,2399143,N,Y,47.7193238,-122.1740239
PAST SALE,July-2-2025,Single Family Residential,1212 169 Pl NE,Bellevue,WA,98008,1233000,3,1.5,Lake Hills,1250,7760,1963,,986,,Sold,,,https://www.redfin.com/WA/Bellevue/1212-169th-Pl-NE-98008/home/501432,NWMLS as Distributed by MLS Grid,2404543,N,Y,47.6200525,-122.1140318
PAST SALE,May-9-2025,Single Family Residential,10406 115th Pl NE,Kirkland,WA,98033,1385000,3,2.5,Highlands,2250,9544,1979,,616,,Sold,,,https://www.redfin.com/WA/Kirkland/10406-115th-Pl-NE-98033/home/463383,NWMLS as Distributed by MLS Grid,2375070,N,Y,47.6934248,-122.186897
PAST SALE,June-11-2025,Condo/Co-op,9903 Lake Washington Blvd NE #201,Bellevue,WA,98004,2900000,3,2.0,Meydenbauer,2000,,1979,,1450,1280,Sold,,,https://www.redfin.com/WA/Bellevue/9903-Lake-Washington-Blvd-NE-98004/unit-201/home/196063496,NWMLS as Distributed by MLS Grid,2391893,N,Y,47.6107368,-122.209147
PAST SALE,August-25-2025,Single Family Residential,17266 NE 18th Pl,Bellevue,WA,98008,1225000,3,1.5,Bellevue,1480,7649,1968,,828,,Sold,,,https://www.redfin.com/WA/Bellevue/17266-NE-18th-Pl-98008/home/503391,NWMLS as Distributed by MLS Grid,2425469,N,Y,47.626389,-122.1090407
PAST SALE,April-22-2025,Single Family Residential,5255 Highland Dr,Bellevue,WA,98006,1650000,3,2.0,Somerset,2080,8837,1980,,793,6,Sold,,,https://www.redfin.com/WA/Bellevue/5255-Highland-Dr-98006/home/235714,NWMLS as Distributed by MLS Grid,2355392,N,Y,47.5559719,-122.1530661
PAST SALE,May-27-2025,Townhouse,12314 137th Pl NE #104,Redmond,WA,98052,1069900,2,2.5,Redmond,1532,,2025,,698,,Sold,,,https://www.redfin.com/WA/Redmond/12314-137th-PL-NE-98052/unit-104/home/195278065,NWMLS as Distributed by MLS Grid,2356122,N,Y,47.710518,-122.158158
PAST SALE,,Condo/Co-op,3834 175th Ave NE #404,Redmond,WA,98052,717500,2,1.0,,932,,1967,,770,,,,,https://www.redfin.com/WA/Redmond/3834-175th-Ave-NE-98052/unit-404/home/70889,,,N,Y,47.6444436,-122.1042441
PAST SALE,May-23-2025,Single Family Residential,77 Skagit Ky,Bellevue,WA,98006,6700000,4,3.5,Newport Shores,3909,61186,1977,,1714,120,Sold,,,https://www.redfin.com/WA/Bellevue/77-Skagit-Ky-98006/home/409240,NWMLS as Distributed by MLS Grid,2381813,N,Y,47.5734501,-122.1888623
PAST SALE,August-15-2025,Single Family Residential,7033 127th Ave NE,Kirkland,WA,98033,1250000,3,1.5,Bridle Trails,1280,9877,1964,,977,,Sold,,,https://www.redfin.com/WA/Kirkland/7033-127th-Ave-NE-98033/home/516113,NWMLS as Distributed by MLS Grid,2406322,N,Y,47.6690537,-122.1711354
PAST SALE,,Single Family Residential,10206 134th Pl NE,Kirkland,WA,98033,1750000,4,3.0,,2410,4409,2016,,726,,,,,https://www.redfin.com/WA/Kirkland/10206-134th-Pl-NE-98033/home/69356826,,,N,Y,47.6913549,-122.1612808
PAST SALE,August-14-2025,Single Family Residential,8432 NE 138th St,Kirkland,WA,98034,850000,1,1.0,Juanita,1140,11250,1965,,746,,Sold,,,https://www.redfin.com/WA/Kirkland/8432-NE-138th-St-98034/home/279308,NWMLS as Distributed by MLS Grid,2421624,N,Y,47.7248737,-122.2278918
